from,to,adult_count,child_count,adult_price,child_price,total,payment_method,created_at
Stop_A,Stop_B,4,0,30,15,120,CASH,2026-01-18 05:00:00
Stop_A,Stop_B,2,0,30,15,60,CASH,2026-01-18 06:00:00
Stop_A,Stop_B,3,1,30,15,105,CARD,2026-01-18 07:00:00
Stop_A,Stop_B,1,1,30,15,45,UPI,2026-01-18 08:00:00
Stop_A,Stop_B,4,2,30,15,150,CASH,2026-01-18 09:00:00
Stop_A,Stop_B,2,0,30,15,60,CARD,2026-01-18 10:00:00
Stop_A,Stop_B,5,1,30,15,165,UPI,2026-01-18 11:00:00
Stop_A,Stop_B,3,0,30,15,90,CASH,2026-01-18 12:00:00
Stop_A,Stop_B,2,2,30,15,90,CARD,2026-01-18 13:00:00
Stop_A,Stop_B,1,1,30,15,45,UPI,2026-01-18 14:00:00
Stop_A,Stop_B,4,0,30,15,120,CASH,2026-01-18 15:00:00
