from,to,adult_count,child_count,adult_price,child_price,total,payment_method,created_at
Stop_D,Stop_A,2,1,30,15,75,CASH,2026-01-16 09:03:02
Stop_D,Stop_F,1,2,35,15,65,CASH,2026-01-16 07:38:38
Stop_A,Stop_B,2,1,30,15,75,UPI,2026-01-16 17:09:52
Stop_C,Stop_B,2,2,30,15,90,CARD,2026-01-17 22:52:11
Stop_A,Stop_C,2,1,30,15,75,UPI,2026-01-17 20:15:10
Stop_A,Stop_B,3,0,30,0,90,UPI,2026-01-17 07:48:40
Stop_E,Stop_A,2,2,35,15,100,CASH,2026-01-15 10:18:58
Stop_E,Stop_B,1,0,30,0,30,CASH,2026-01-15 23:44:41
Stop_C,Stop_F,2,1,25,15,65,UPI,2026-01-17 10:32:57
Stop_E,Stop_D,1,1,30,15,45,UPI,2026-01-15 23:54:32
Stop_B,Stop_A,1,1,35,15,50,CASH,2026-01-15 07:56:47
Stop_D,Stop_C,2,2,30,15,90,CARD,2026-01-15 18:12:42
Stop_B,Stop_E,3,2,25,15,105,UPI,2026-01-15 01:58:28
Stop_A,Stop_C,3,1,30,15,105,UPI,2026-01-15 05:53:08
Stop_E,Stop_C,2,0,35,0,70,UPI,2026-01-15 21:53:30
Stop_D,Stop_E,2,0,25,0,50,UPI,2026-01-17 10:25:26
Stop_B,Stop_F,2,2,35,15,100,UPI,2026-01-17 11:54:43
Stop_C,Stop_F,2,1,35,15,85,CASH,2026-01-15 20:44:35
Stop_D,Stop_B,3,2,30,15,120,CASH,2026-01-16 16:58:30
Stop_B,Stop_D,2,1,35,15,85,UPI,2026-01-17 17:12:04
Stop_D,Stop_E,1,1,25,15,40,CARD,2026-01-15 05:22:55
Stop_D,Stop_E,1,0,25,0,25,CARD,2026-01-16 17:25:34
Stop_B,Stop_D,2,2,30,15,90,CARD,2026-01-16 03:24:57
Stop_B,Stop_E,1,0,25,0,25,UPI,2026-01-17 21:27:28
Stop_C,Stop_A,1,1,25,15,40,CASH,2026-01-17 14:25:32
Stop_D,Stop_F,3,2,25,15,105,UPI,2026-01-15 22:44:55
Stop_A,Stop_F,3,0,35,0,105,UPI,2026-01-17 19:18:18
Stop_E,Stop_A,2,1,25,15,65,CARD,2026-01-17 05:11:37
Stop_E,Stop_A,3,1,25,15,90,CASH,2026-01-16 07:00:58
Stop_A,Stop_C,2,0,30,0,60,CASH,2026-01-16 02:02:27
Stop_E,Stop_C,2,0,35,0,70,UPI,2026-01-17 11:54:02
Stop_C,Stop_D,3,1,25,15,90,UPI,2026-01-16 21:44:34
Stop_C,Stop_E,3,2,35,15,135,CARD,2026-01-17 12:02:36
Stop_A,Stop_F,2,2,25,15,80,CARD,2026-01-17 16:27:24
Stop_E,Stop_D,2,1,30,15,75,UPI,2026-01-17 11:23:49
Stop_A,Stop_E,2,2,25,15,80,CASH,2026-01-16 05:23:39
Stop_A,Stop_D,3,1,30,15,105,CASH,2026-01-17 03:17:26
Stop_B,Stop_C,2,2,35,15,100,UPI,2026-01-15 07:54:10
Stop_E,Stop_D,1,2,30,15,60,CARD,2026-01-15 10:03:06
Stop_C,Stop_A,2,2,35,15,100,CASH,2026-01-17 02:04:18
Stop_E,Stop_A,2,1,25,15,65,CASH,2026-01-17 23:33:09
Stop_E,Stop_D,2,0,25,0,50,CASH,2026-01-16 09:51:33
Stop_E,Stop_A,2,1,25,15,65,CASH,2026-01-15 23:45:53
Stop_B,Stop_F,3,1,30,15,105,CARD,2026-01-16 14:52:40
Stop_A,Stop_C,3,0,30,0,90,CASH,2026-01-15 02:56:48
Stop_A,Stop_F,3,2,30,15,120,UPI,2026-01-16 11:31:41
Stop_E,Stop_F,3,2,35,15,135,UPI,2026-01-15 19:41:16
Stop_C,Stop_F,1,2,30,15,60,CARD,2026-01-16 02:10:56
Stop_B,Stop_E,1,0,25,0,25,CARD,2026-01-16 19:59:23
Stop_D,Stop_F,3,2,35,15,135,CASH,2026-01-17 04:19:41
Stop_C,Stop_B,1,0,25,0,25,CARD,2026-01-17 09:56:59
Stop_A,Stop_D,2,1,35,15,85,UPI,2026-01-17 08:39:41
Stop_A,Stop_E,3,0,35,0,105,CARD,2026-01-16 00:51:12
Stop_D,Stop_B,1,1,30,15,45,CARD,2026-01-17 21:10:31
Stop_E,Stop_C,2,0,35,0,70,CASH,2026-01-15 04:33:10
Stop_E,Stop_A,1,2,35,15,65,CASH,2026-01-17 05:07:20
Stop_B,Stop_E,2,1,25,15,65,CARD,2026-01-17 04:39:33
Stop_B,Stop_C,1,0,25,0,25,UPI,2026-01-17 23:19:36
Stop_D,Stop_F,2,2,30,15,90,UPI,2026-01-16 00:29:57
Stop_B,Stop_F,3,1,35,15,120,CASH,2026-01-16 05:22:07
Stop_A,Stop_C,1,0,35,0,35,UPI,2026-01-17 13:59:01
Stop_A,Stop_C,2,0,35,0,70,CARD,2026-01-16 10:53:59
Stop_E,Stop_C,1,0,25,0,25,CASH,2026-01-15 10:15:24
Stop_A,Stop_B,1,0,30,0,30,UPI,2026-01-15 10:16:35
Stop_A,Stop_F,1,1,30,15,45,CASH,2026-01-16 21:10:49
Stop_E,Stop_A,1,2,30,15,60,UPI,2026-01-15 14:30:13
Stop_B,Stop_A,2,1,35,15,85,UPI,2026-01-17 16:10:08
Stop_B,Stop_F,1,0,35,0,35,CASH,2026-01-16 18:45:11
Stop_C,Stop_B,2,2,35,15,100,UPI,2026-01-16 14:43:35
Stop_D,Stop_B,3,1,35,15,120,UPI,2026-01-17 00:49:34
Stop_D,Stop_A,1,2,25,15,55,CARD,2026-01-17 06:36:49
Stop_E,Stop_C,3,1,30,15,105,CARD,2026-01-17 00:02:37
Stop_A,Stop_B,2,2,30,15,90,CASH,2026-01-15 02:38:51
Stop_D,Stop_F,3,2,30,15,120,CASH,2026-01-15 14:37:49
Stop_E,Stop_C,1,0,35,0,35,CASH,2026-01-17 00:43:41
Stop_A,Stop_C,3,0,25,0,75,UPI,2026-01-15 21:47:16
Stop_D,Stop_A,3,0,35,0,105,CARD,2026-01-17 10:55:58
Stop_B,Stop_A,1,0,30,0,30,CASH,2026-01-15 16:32:06
Stop_A,Stop_D,1,0,25,0,25,CASH,2026-01-16 11:02:39
Stop_B,Stop_A,3,2,35,15,135,CARD,2026-01-15 05:37:30
Stop_E,Stop_D,3,0,30,0,90,CARD,2026-01-15 21:16:10
Stop_E,Stop_A,2,0,30,0,60,CASH,2026-01-17 06:39:31
Stop_D,Stop_E,3,1,35,15,120,CASH,2026-01-15 11:13:17
Stop_C,Stop_D,1,1,25,15,40,CASH,2026-01-17 11:43:11
Stop_E,Stop_F,1,2,35,15,65,UPI,2026-01-16 00:38:26
Stop_D,Stop_C,2,0,25,0,50,CARD,2026-01-15 10:47:20
Stop_E,Stop_D,1,2,30,15,60,UPI,2026-01-17 12:00:05
Stop_B,Stop_F,2,0,25,0,50,CASH,2026-01-15 17:08:14
Stop_D,Stop_C,1,2,25,15,55,CARD,2026-01-17 08:51:24
Stop_A,Stop_C,2,2,25,15,80,CASH,2026-01-16 17:23:41
Stop_E,Stop_A,3,1,25,15,90,CARD,2026-01-17 23:33:54
Stop_B,Stop_D,1,2,35,15,65,CASH,2026-01-15 20:16:40
Stop_A,Stop_B,2,1,30,15,75,CARD,2026-01-15 03:27:17
Stop_C,Stop_A,2,1,35,15,85,CASH,2026-01-17 17:34:18
Stop_C,Stop_A,1,2,30,15,60,UPI,2026-01-17 16:16:09
Stop_D,Stop_B,1,2,35,15,65,CARD,2026-01-15 05:30:26
Stop_B,Stop_A,3,2,35,15,135,CARD,2026-01-16 11:47:00
Stop_C,Stop_F,3,0,30,0,90,UPI,2026-01-16 20:52:53
Stop_D,Stop_F,2,0,25,0,50,UPI,2026-01-15 07:54:58
Stop_A,Stop_D,3,1,25,15,90,CASH,2026-01-17 06:17:53
Stop_A,Stop_C,1,1,35,15,50,CARD,2026-01-16 22:42:24
Stop_E,Stop_C,1,2,30,15,60,CASH,2026-01-15 09:35:46
Stop_C,Stop_D,3,1,35,15,120,UPI,2026-01-16 20:30:59
Stop_C,Stop_F,3,1,35,15,120,CASH,2026-01-15 21:12:36
Stop_B,Stop_F,1,1,35,15,50,CARD,2026-01-17 17:10:48
Stop_A,Stop_E,1,1,25,15,40,CARD,2026-01-17 17:46:44
Stop_B,Stop_F,3,0,25,0,75,CASH,2026-01-15 14:21:32
Stop_C,Stop_A,2,2,35,15,100,UPI,2026-01-16 22:41:47
Stop_C,Stop_D,1,0,35,0,35,CARD,2026-01-17 05:16:06
Stop_A,Stop_E,3,1,25,15,90,UPI,2026-01-15 11:06:25
Stop_C,Stop_E,2,0,30,0,60,UPI,2026-01-17 10:59:22
Stop_D,Stop_B,2,1,25,15,65,CARD,2026-01-17 19:14:08
Stop_D,Stop_B,1,2,25,15,55,UPI,2026-01-17 07:54:42
Stop_A,Stop_B,1,1,30,15,45,UPI,2026-01-17 21:59:29
Stop_D,Stop_F,3,2,35,15,135,CASH,2026-01-15 22:49:39
Stop_A,Stop_F,2,1,30,15,75,CASH,2026-01-17 07:54:04
Stop_C,Stop_A,1,2,25,15,55,CASH,2026-01-16 09:49:49
Stop_A,Stop_F,2,0,30,0,60,UPI,2026-01-17 23:00:46
Stop_E,Stop_C,3,2,25,15,105,CARD,2026-01-17 04:50:14
Stop_D,Stop_E,1,0,25,0,25,CARD,2026-01-15 10:38:03
Stop_C,Stop_D,1,1,25,15,40,UPI,2026-01-15 11:00:15
Stop_C,Stop_F,1,0,30,0,30,CASH,2026-01-15 14:20:33
Stop_B,Stop_D,3,1,25,15,90,UPI,2026-01-17 07:39:31
Stop_E,Stop_A,3,0,35,0,105,CASH,2026-01-15 08:14:10
Stop_C,Stop_A,2,0,30,0,60,UPI,2026-01-16 23:28:48
Stop_C,Stop_D,1,1,35,15,50,UPI,2026-01-17 12:04:02
Stop_E,Stop_B,2,0,35,0,70,CASH,2026-01-17 15:30:42
Stop_D,Stop_C,1,2,30,15,60,CASH,2026-01-16 00:51:13
Stop_C,Stop_E,2,1,30,15,75,CASH,2026-01-17 07:35:50
Stop_A,Stop_B,2,0,35,0,70,CARD,2026-01-17 21:19:28
Stop_E,Stop_D,1,0,25,0,25,UPI,2026-01-17 21:58:28
Stop_D,Stop_C,2,0,35,0,70,UPI,2026-01-15 23:30:12
Stop_C,Stop_F,3,2,30,15,120,CARD,2026-01-16 22:23:50
Stop_C,Stop_A,3,1,30,15,105,CARD,2026-01-16 03:48:33
Stop_A,Stop_B,2,2,30,15,90,UPI,2026-01-16 17:02:27
Stop_E,Stop_A,2,1,35,15,85,UPI,2026-01-17 11:21:42
Stop_E,Stop_B,2,2,25,15,80,CARD,2026-01-17 06:19:20
Stop_E,Stop_F,1,1,25,15,40,CARD,2026-01-15 19:21:50
Stop_C,Stop_B,2,1,30,15,75,UPI,2026-01-15 18:21:07
Stop_B,Stop_D,2,2,25,15,80,CARD,2026-01-16 11:04:02
Stop_B,Stop_E,2,2,25,15,80,CASH,2026-01-17 02:14:09
Stop_D,Stop_A,1,0,30,0,30,CASH,2026-01-17 04:26:24
Stop_A,Stop_D,1,1,35,15,50,CARD,2026-01-15 08:08:57
Stop_D,Stop_F,3,0,25,0,75,CASH,2026-01-17 03:23:44
Stop_D,Stop_A,1,2,25,15,55,UPI,2026-01-16 21:12:00
Stop_E,Stop_D,3,0,35,0,105,CASH,2026-01-15 06:27:41
Stop_A,Stop_E,3,2,35,15,135,CARD,2026-01-16 13:52:09
Stop_C,Stop_F,2,0,35,0,70,CASH,2026-01-17 00:46:16
Stop_C,Stop_A,1,1,35,15,50,CASH,2026-01-16 06:03:29
Stop_E,Stop_B,3,1,35,15,120,CARD,2026-01-15 00:43:02
Stop_A,Stop_D,1,1,35,15,50,CARD,2026-01-16 22:31:12
Stop_D,Stop_C,3,0,25,0,75,CARD,2026-01-17 19:23:50
Stop_E,Stop_A,3,0,35,0,105,CARD,2026-01-17 06:26:48
Stop_C,Stop_F,2,0,35,0,70,CARD,2026-01-16 01:36:39
Stop_C,Stop_B,3,2,35,15,135,CASH,2026-01-15 15:01:17
Stop_B,Stop_A,3,2,35,15,135,CARD,2026-01-17 00:25:59
Stop_A,Stop_D,2,0,25,0,50,CASH,2026-01-16 03:27:15
Stop_C,Stop_F,2,2,25,15,80,UPI,2026-01-17 13:00:17
Stop_E,Stop_A,1,1,30,15,45,CASH,2026-01-15 23:40:52
Stop_C,Stop_F,2,0,25,0,50,CASH,2026-01-15 14:11:39
Stop_D,Stop_F,2,0,25,0,50,UPI,2026-01-17 20:52:19
Stop_D,Stop_C,1,0,25,0,25,CARD,2026-01-16 11:17:33
Stop_D,Stop_E,2,2,30,15,90,CASH,2026-01-16 20:17:45
Stop_B,Stop_F,3,0,25,0,75,UPI,2026-01-15 05:40:39
Stop_E,Stop_F,2,2,30,15,90,CARD,2026-01-15 12:31:51
Stop_D,Stop_C,2,0,30,0,60,CARD,2026-01-17 12:45:08
Stop_E,Stop_B,1,1,25,15,40,CASH,2026-01-15 14:14:44
Stop_C,Stop_F,3,2,25,15,105,CARD,2026-01-17 16:16:07
Stop_B,Stop_C,1,0,25,0,25,CARD,2026-01-15 01:24:50
Stop_D,Stop_E,1,2,30,15,60,CARD,2026-01-15 22:33:13
Stop_B,Stop_F,1,1,35,15,50,UPI,2026-01-17 19:47:55
Stop_E,Stop_D,3,1,30,15,105,CARD,2026-01-17 11:29:17
Stop_C,Stop_D,2,1,35,15,85,UPI,2026-01-17 13:01:04
Stop_C,Stop_D,1,1,35,15,50,CASH,2026-01-15 22:43:51
Stop_D,Stop_F,1,0,35,0,35,UPI,2026-01-17 01:30:01
Stop_C,Stop_E,2,0,30,0,60,CASH,2026-01-15 10:43:23
Stop_C,Stop_B,1,1,30,15,45,CARD,2026-01-15 14:53:00
Stop_C,Stop_D,1,2,35,15,65,CASH,2026-01-17 20:55:02
Stop_B,Stop_A,1,1,25,15,40,CARD,2026-01-16 03:06:24
Stop_D,Stop_C,1,1,30,15,45,CARD,2026-01-17 01:46:07
Stop_B,Stop_A,1,2,35,15,65,UPI,2026-01-17 02:47:12
Stop_D,Stop_B,3,2,30,15,120,UPI,2026-01-15 23:06:59
Stop_B,Stop_C,2,0,25,0,50,UPI,2026-01-17 02:23:30
Stop_A,Stop_E,3,0,35,0,105,UPI,2026-01-17 10:57:47
Stop_D,Stop_C,3,2,25,15,105,CARD,2026-01-15 09:14:37
Stop_C,Stop_F,3,2,35,15,135,CASH,2026-01-16 17:30:55
Stop_B,Stop_E,1,0,30,0,30,UPI,2026-01-17 00:36:33
Stop_E,Stop_B,3,1,25,15,90,CARD,2026-01-16 04:41:40
Stop_A,Stop_F,2,0,35,0,70,CARD,2026-01-17 12:20:25
Stop_C,Stop_B,1,1,25,15,40,CARD,2026-01-17 12:41:40
Stop_A,Stop_E,1,2,35,15,65,CARD,2026-01-15 15:14:48
Stop_E,Stop_F,3,1,35,15,120,CASH,2026-01-16 10:44:28
Stop_C,Stop_B,1,2,35,15,65,UPI,2026-01-16 12:08:04
Stop_B,Stop_D,1,0,25,0,25,CARD,2026-01-15 06:06:02
Stop_D,Stop_F,2,1,35,15,85,CARD,2026-01-16 14:09:10
Stop_D,Stop_A,2,0,25,0,50,UPI,2026-01-17 15:23:59
Stop_C,Stop_F,2,2,25,15,80,CASH,2026-01-16 08:28:04
Stop_D,Stop_C,3,1,35,15,120,UPI,2026-01-15 05:01:43
Stop_C,Stop_B,3,2,30,15,120,CASH,2026-01-15 05:42:04
Stop_A,Stop_C,1,2,25,15,55,CARD,2026-01-17 21:50:40
Stop_D,Stop_B,2,0,35,0,70,UPI,2026-01-17 10:50:15
Stop_C,Stop_E,1,2,35,15,65,CASH,2026-01-16 04:50:21
Stop_E,Stop_F,3,0,35,0,105,CASH,2026-01-15 14:12:29
Stop_D,Stop_F,3,1,30,15,105,CARD,2026-01-17 21:54:04
Stop_B,Stop_E,2,2,25,15,80,CASH,2026-01-16 06:55:32
Stop_E,Stop_C,3,1,25,15,90,CARD,2026-01-15 19:01:35
Stop_D,Stop_F,2,1,35,15,85,CASH,2026-01-16 22:53:19
Stop_E,Stop_F,3,0,25,0,75,UPI,2026-01-16 12:00:07
Stop_E,Stop_F,2,2,25,15,80,CASH,2026-01-15 06:45:18
Stop_B,Stop_C,2,1,30,15,75,UPI,2026-01-16 19:25:58
Stop_C,Stop_F,3,2,35,15,135,CASH,2026-01-15 09:08:41
Stop_E,Stop_D,3,2,25,15,105,CASH,2026-01-17 17:43:29
Stop_C,Stop_F,3,0,25,0,75,CASH,2026-01-16 02:56:21
Stop_E,Stop_F,2,0,35,0,70,CARD,2026-01-16 21:15:00
Stop_A,Stop_C,2,2,25,15,80,CARD,2026-01-17 14:38:35
Stop_A,Stop_E,2,0,25,0,50,UPI,2026-01-17 02:55:47
Stop_C,Stop_B,3,2,30,15,120,CARD,2026-01-16 23:01:29
Stop_D,Stop_C,2,0,25,0,50,UPI,2026-01-17 17:06:56
Stop_C,Stop_B,1,2,35,15,65,UPI,2026-01-16 16:14:29
Stop_A,Stop_E,1,1,25,15,40,UPI,2026-01-17 17:41:56
Stop_C,Stop_A,2,1,25,15,65,CARD,2026-01-16 02:42:18
Stop_A,Stop_D,3,1,30,15,105,CARD,2026-01-15 08:04:38
Stop_B,Stop_C,3,2,35,15,135,CASH,2026-01-16 14:19:33
Stop_A,Stop_E,1,2,30,15,60,CASH,2026-01-15 11:06:43
Stop_A,Stop_E,1,0,35,0,35,CASH,2026-01-17 06:14:29
Stop_A,Stop_E,2,0,30,0,60,UPI,2026-01-17 00:04:01
Stop_C,Stop_F,2,0,30,0,60,UPI,2026-01-15 07:27:11
Stop_A,Stop_C,2,2,25,15,80,UPI,2026-01-17 05:55:18
Stop_B,Stop_E,3,0,25,0,75,CASH,2026-01-16 01:53:18
Stop_B,Stop_A,2,2,35,15,100,CASH,2026-01-15 07:24:39
Stop_C,Stop_D,3,2,25,15,105,CARD,2026-01-16 14:19:06
Stop_A,Stop_F,3,1,35,15,120,CARD,2026-01-16 12:06:57
Stop_A,Stop_D,1,0,35,0,35,CARD,2026-01-17 19:48:48
Stop_A,Stop_E,2,2,25,15,80,CARD,2026-01-17 09:50:32
Stop_D,Stop_C,3,0,30,0,90,CASH,2026-01-16 23:17:00
Stop_E,Stop_A,2,1,25,15,65,UPI,2026-01-16 16:21:42
Stop_C,Stop_E,3,0,30,0,90,UPI,2026-01-17 20:00:48
